LOG_NO,by_year_complaint_date,CURRENT_STATUS,FINAL_CATEGORY
10,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2019 12:00:00 AM,Administratively Closed,Alcohol/Drug Abuse
2,01/01/2020 12:00:00 AM,Command Channel Review,Supervisory Responsibilities Fail to Obtain a Complaint Register Number
1,01/01/2022 12:00:00 AM,Under BIA Investigation,"Crime Misconduct Murder/Manslaughter, etc."
1,01/01/2019 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Person
4,01/01/2022 12:00:00 AM,Case Final,Supervisory Responsibilities Conduct an Improper/Inadequate Investigation
1,01/01/2022 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Altercation/Disturbance
1,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Neighbor
159,01/01/2022 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Inadequate/Failure to Provide Service
2,01/01/2021 12:00:00 AM,Advocate Review,Operation/Personnel Violations Misuse of Department Equipment/Supplies
15,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Weapon Lost/Stolen Weapon
15,01/01/2020 12:00:00 AM,Case Final,Operation/Personnel Violations Traffic Pursuit No Injury
1,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations Compensatory Time
5,01/01/2020 12:00:00 AM,Case Final,Supervisory Responsibilities Properly Direct Subordinate
3,01/01/2020 12:00:00 AM,Case Final,Civil Rights Violation
37,01/01/2023 12:00:00 AM,Administratively Closed,Crime Misconduct Police Impersonator - (Advocate Section use only)
2,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Search Premise Missing Property
4,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations EEO Investigations Hostile Work Environment
2,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Search Person Protective Pat Down
3,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Political Activity
162,01/01/2022 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Conduct Unbecoming
4,01/01/2021 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Altercation Physical Abuse Non-Serious Bodily Injury
5,01/01/2021 12:00:00 AM,Under District Investigation,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
12,01/01/2022 12:00:00 AM,Case Final,Crime Misconduct Damage/Trespassing to Property
10,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2021 12:00:00 AM,Administratively Closed,Medical Integrity Medical Role Violation Not at Home
3,01/01/2019 12:00:00 AM,Administratively Closed,Crime Misconduct Other Misdemeanor Arrest
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Crime Misconduct Other Misdemeanor Arrest
2,01/01/2021 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Failure to Identify
2,01/01/2021 12:00:00 AM,Under District Investigation,Verbal Abuse Profanity
1,01/01/2019 12:00:00 AM,OLA Review,Operation/Personnel Violations Failure to Identify
10,01/01/2019 12:00:00 AM,Administratively Closed,Crime Misconduct Other Felony
4,01/01/2022 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
4,01/01/2021 12:00:00 AM,Case Final,Crime Misconduct Other Felony
1,01/01/2019 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Vehicle
1,01/01/2021 12:00:00 AM,OLA Review,Alcohol/Drug Abuse Random Drug/Return to Duty 6 mos. follow-up .021 or greater
9,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Residency
2,01/01/2020 12:00:00 AM,Case Final,Conduct Unbecoming Violations Weapon Irregularity Other
6,01/01/2023 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Failure to Identify
2,01/01/2022 12:00:00 AM,Under District Investigation,Traffic (Not Bribery/Excessive Force) Parking Complaints
5,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Reports Fail to Submit
17,01/01/2022 12:00:00 AM,Administratively Closed,"Arrest/Lockup Incidents Arrest, Improper, Procedures *Fail to follow G.O.'s"
1,01/01/2020 12:00:00 AM,Case Final,Crime Misconduct Judicial Process False Testimony
2,01/01/2020 12:00:00 AM,Administratively Closed,Supervisory Responsibilities Fail to Obtain a Complaint Register Number
14,01/01/2021 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Harassment Allegations of Bias
12,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Misuse of Department Records
1,01/01/2020 12:00:00 AM,Administratively Closed,Supervisory Responsibilities Properly Direct Subordinate
5,01/01/2019 12:00:00 AM,Administratively Closed,Arrest/Lockup Incidents Bonding/Booking/Processing *Fail to follow G.O.'s
1,01/01/2023 12:00:00 AM,Administratively Closed,Medical Integrity Altering Medical Documents
5,01/01/2022 12:00:00 AM,Command Channel Review,Conduct Unbecoming Violations Harassment Allegations of Bias
19,01/01/2022 12:00:00 AM,Under District Investigation,Conduct Unbecoming Violations Harassment Allegations of Bias
1,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Equipment Irregularity
5,01/01/2023 12:00:00 AM,Advocate Review,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Medical Integrity Altering Medical Documents
5,01/01/2021 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
17,01/01/2022 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Preventable Traffic Accident
1,01/01/2023 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Residency
1,01/01/2023 12:00:00 AM,Case Final,Arrest/Lockup Incidents Search
27,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Abuse of Authority
396,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations Conduct Unbecoming
3,01/01/2021 12:00:00 AM,Advocate Review,Operation/Personnel Violations Insubordination
1,01/01/2022 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Weapon Other
1,01/01/2020 12:00:00 AM,OLA Review,Crime Misconduct Other Misdemeanor Arrest
1,01/01/2019 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Person Custodial Search
2,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Disability
7,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Traffic
1,01/01/2023 12:00:00 AM,Administratively Closed,Coercion Threat of Arrest/Charges Coerced Cooperation
2,01/01/2022 12:00:00 AM,Case Final,Crime Misconduct Other Misdemeanor Arrest
56,01/01/2021 12:00:00 AM,Case Final,Conduct Unbecoming Violations Abuse of Authority
2,01/01/2023 12:00:00 AM,Under District Investigation,Civil Rights Violation Improper Search Property Non Premise No Damage
1,01/01/2022 12:00:00 AM,Case Final,Supervisory Responsibilities Properly Monitor/Inspect Subordinate
2,01/01/2021 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Failure to Receive Approval for Travel
10,01/01/2023 12:00:00 AM,Under District Investigation,Traffic (Not Bribery/Excessive Force) Violation (other than D.U.I.)
26,01/01/2022 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Neglect of Duty
1,01/01/2019 12:00:00 AM,Administratively Closed,Medical Integrity Medical Role Violation
1,01/01/2023 12:00:00 AM,Administratively Closed,Weapon Discharge Taser No Injury
1,01/01/2022 12:00:00 AM,Command Channel Review,Domestic Incidents Domestic Incident - Physical Abuse Non-Serious Bodily Injury Not Involving a Minor
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Weapon Other
1,01/01/2020 12:00:00 AM,Administratively Closed,Verbal Abuse Unwelcomed Sexual Advances or Requests for Sexual Favors
1,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Driver's License - Revoked/Suspended
21,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Other
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Alcohol/Drug Abuse D.U.I Accidental No Injury
5,01/01/2023 12:00:00 AM,Under District Investigation,Traffic (Not Bribery/Excessive Force) Misconduct During Issuance of Citation
32,01/01/2021 12:00:00 AM,Case Final,Crime Misconduct Theft
5,01/01/2021 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Abuse of Authority
3,01/01/2020 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Sexual Harassment
1,01/01/2020 12:00:00 AM,Administratively Closed,Domestic Incidents
3,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Search Vehicle Missing Money
4,01/01/2023 12:00:00 AM,Administratively Closed,Verbal Abuse Allegations of Bias
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Arrest/Lockup Incidents Lock Up Incident
4,01/01/2023 12:00:00 AM,Under BIA Investigation,Crime Misconduct Police Impersonator - (Advocate Section use only)
15,01/01/2023 12:00:00 AM,Administratively Closed,Excessive Force Unnecessary Physical Contact No Injury
1,01/01/2019 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Search Improper Service of Warrant
1,01/01/2021 12:00:00 AM,Advocate Review,Operation/Personnel Violations Reports Improper
1,01/01/2023 12:00:00 AM,Case Final,Domestic Incidents Domestic Incident - No Physical Abuse Harassment Not Electronic
6,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Search Person Custodial Search
4,01/01/2021 12:00:00 AM,Administratively Closed,Civil Rights Violation Profiling
67,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Conduct Unbecoming
25,01/01/2023 12:00:00 AM,Under District Investigation,Civil Rights Violation Improper Search Vehicle No Damage
1,01/01/2022 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
6,01/01/2020 12:00:00 AM,Advocate Review,Operation/Personnel Violations Conduct Unbecoming
1,01/01/2022 12:00:00 AM,Administratively Closed,Notifications COPA Response
1,01/01/2023 12:00:00 AM,Case Final,Civil Rights Violation First Amendment Demonstration Related
14,01/01/2021 12:00:00 AM,Case Final,Crime Misconduct Damage/Trespassing to Property
1,01/01/2023 12:00:00 AM,Advocate Review,Medical Integrity Medical Role Violation Not at Home
1,01/01/2023 12:00:00 AM,Case Final,"Operation/Personnel Violations Leaving Assignment (District, Beat, Sector, Court)"
9,01/01/2022 12:00:00 AM,Under BIA Investigation,Verbal Abuse Profanity
4,01/01/2022 12:00:00 AM,Closed/No Finding,Operation/Personnel Violations Inadequate/Failure to Provide Service
2,01/01/2019 12:00:00 AM,OLA Review,Conduct Unbecoming Violations
2,01/01/2021 12:00:00 AM,Administratively Closed,Crime Misconduct Other Misdemeanor Arrest
7,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations
2,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations Compensatory Time
1,01/01/2019 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Absent without Permission
4,01/01/2023 12:00:00 AM,Administratively Closed,Medical Integrity Medical Role Violation Misrepresentation of Injury
1,01/01/2020 12:00:00 AM,Case Final,Excessive Force Weapon No Injury
6,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Traffic
1,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Weapon
2,01/01/2020 12:00:00 AM,Under District Investigation,Civil Rights Violation Profiling
2,01/01/2020 12:00:00 AM,Under BIA Investigation,Alcohol/Drug Abuse Possession/Drinking Alcohol/Drug Use
2,01/01/2023 12:00:00 AM,Case Final,Supervisory Responsibilities Conduct an Improper/Inadequate Investigation
7,01/01/2020 12:00:00 AM,Case Final,Alcohol/Drug Abuse Intoxicated
4,01/01/2022 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Altercation/Disturbance Other
3,01/01/2021 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations Inadequate/Failure to Provide Service
7,01/01/2023 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property Money Failed to Inventory
8,01/01/2023 12:00:00 AM,Under District Investigation,Civil Rights Violation Improper Arrest Miranda Rights Communicated
67,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Harassment Allegations of Bias
3,01/01/2020 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force)
3,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
6,01/01/2023 12:00:00 AM,Under District Investigation,Verbal Abuse Allegations of Bias
2,01/01/2023 12:00:00 AM,Command Channel Review,Alcohol/Drug Abuse Intoxicated
2,01/01/2019 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation
2,01/01/2020 12:00:00 AM,Case Final,Civil Rights Violation First Amendment Filming Police Activity
5,01/01/2021 12:00:00 AM,Case Final,Alcohol/Drug Abuse D.U.I Accidental No Injury
1,01/01/2023 12:00:00 AM,Command Channel Review,Traffic (Not Bribery/Excessive Force) Parking Complaints
2,01/01/2021 12:00:00 AM,Command Channel Review,Supervisory Responsibilities Fail to Obtain a Complaint Register Number
1,01/01/2020 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Sexual Abuse Aggravated
1,01/01/2022 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Harassment Allegations of Bias
2,01/01/2023 12:00:00 AM,Administratively Closed,Crime Misconduct Conspiracy to Commit a Crime
9,01/01/2019 12:00:00 AM,Administratively Closed,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2020 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Altercation/Disturbance Traffic
1,01/01/2021 12:00:00 AM,Under BIA Investigation,Supervisory Responsibilities Initiate Proper Action
1,01/01/2019 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
1,01/01/2023 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Fail to Enforce Traffic Regulations
2,01/01/2022 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Arrest Miranda Rights Communicated
9,01/01/2019 12:00:00 AM,Advocate Review,"Arrest/Lockup Incidents Arrest, Improper, Procedures *Fail to follow G.O.'s"
1,01/01/2020 12:00:00 AM,Administratively Closed,Excessive Force No Weapon Non-Serious Bodily Injury
9,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Neighbor
1,01/01/2023 12:00:00 AM,Administratively Closed,Excessive Force Weapon Serious Bodily Injury
4,01/01/2021 12:00:00 AM,Case Final,Supervisory Responsibilities Fail to Obtain a Complaint Register Number
12,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations Weapon Lost/Stolen Weapon
1,01/01/2019 12:00:00 AM,Advocate Review,Supervisory Responsibilities Properly Direct Subordinate
40,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Misuse of Department Equipment/Supplies
1,01/01/2021 12:00:00 AM,Advocate Review,Operation/Personnel Violations Misuse of Department Records
2,01/01/2020 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
1,01/01/2022 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Misuse of Department Records
1,01/01/2021 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Failure to Identify
1,01/01/2023 12:00:00 AM,Case Final,Supervisory Responsibilities Properly Direct Subordinate
3,01/01/2019 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Harassment
1,01/01/2020 12:00:00 AM,Advocate Review,Supervisory Responsibilities Initiate Proper Action
9,01/01/2022 12:00:00 AM,Under BIA Investigation,Crime Misconduct Theft
1,01/01/2021 12:00:00 AM,Under BIA Investigation,Medical Integrity Medical Role Violation Failure to Provide Proper Documentation
3,01/01/2022 12:00:00 AM,Case Final,Coercion Threat of Arrest/Charges Coerced Cooperation
4,01/01/2020 12:00:00 AM,Case Final,Crime Misconduct Police Impersonator - (Advocate Section use only)
1,01/01/2023 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Criminal Allegation Aggravated
8,01/01/2023 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
2,01/01/2023 12:00:00 AM,Under BIA Investigation,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Citation
2,01/01/2021 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Vehicle
1,01/01/2021 12:00:00 AM,Case Final,Domestic Incidents Domestic Altercation Physical Abuse Non-Serious Bodily Injury
7,01/01/2022 12:00:00 AM,Case Final,"Crime Misconduct Assault/Battery, etc."
2,01/01/2023 12:00:00 AM,Administratively Closed,"Operation/Personnel Violations Leaving Assignment (District, Beat, Sector, Court)"
1,01/01/2023 12:00:00 AM,Administratively Closed,Medical Integrity Medical Role Violation Failure to Receive Approval for Travel
1,01/01/2019 12:00:00 AM,Advocate Review,Alcohol/Drug Abuse Intoxicated
3,01/01/2022 12:00:00 AM,Advocate Review,Civil Rights Violation Improper Arrest Miranda Rights Not Communicated
2,01/01/2021 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Residency
1,01/01/2022 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations EEO Investigations Hostile Work Environment
2,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations EEO Investigations Sexual Harassment
6,01/01/2022 12:00:00 AM,Advocate Review,Operation/Personnel Violations Misuse of Department Equipment/Supplies
2,01/01/2021 12:00:00 AM,Case Final,Conduct Unbecoming Violations Harassment
1,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Reports FALSE
1,01/01/2023 12:00:00 AM,Case Final,Alcohol/Drug Abuse D.U.I
15,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2019 12:00:00 AM,Case Final,Alcohol/Drug Abuse D.U.I Accidental Injury
5,01/01/2023 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2022 12:00:00 AM,Administratively Closed,Medical Integrity Medical Role Violation Misrepresentation of Injury
3,01/01/2022 12:00:00 AM,Administratively Closed,Crime Misconduct Other Misdemeanor Arrest
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Domestic Incidents Domestic Incident - Physical Abuse No Injury Not Involving a Minor
4,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Reports FALSE
1,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Compensatory Time
3,01/01/2021 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Unauthorized Location
3,01/01/2023 12:00:00 AM,Under BIA Investigation,Traffic (Not Bribery/Excessive Force) Violation (other than D.U.I.)
1,01/01/2021 12:00:00 AM,Under BIA Investigation,Crime Misconduct Judicial Process Perjury
3,01/01/2022 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Preventable Traffic Accident
1,01/01/2021 12:00:00 AM,Administrative Closure Review,Civil Rights Violation Improper Search Person Protective Pat Down
4,01/01/2022 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Misuse of Department Equipment/Supplies
1,01/01/2021 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altering Official Documents
2,01/01/2023 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property
2,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations Workplace Violence
1,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altering Official Documents
30,01/01/2023 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Slow/ No Response
1,01/01/2019 12:00:00 AM,Case Final,Crime Misconduct Sexual Misconduct Sexual Assault Aggravated
7,01/01/2022 12:00:00 AM,Under BIA Investigation,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
2,01/01/2023 12:00:00 AM,Administratively Closed,Arrest/Lockup Incidents Bonding/Booking/Processing *Fail to follow G.O.'s
160,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Neglect of Duty
1,01/01/2020 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Inadequate/Failure to Provide Service
186,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Neglect of Duty
2,01/01/2019 12:00:00 AM,Case Final,Excessive Force Unnecessary Physical Contact No Injury
2,01/01/2023 12:00:00 AM,Command Channel Review,Conduct Unbecoming Violations Altercation/Disturbance Traffic
2,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Gender
3,01/01/2022 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Citation
3,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
1,01/01/2022 12:00:00 AM,Administrative Closure Review,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
2,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations Racial
2,01/01/2020 12:00:00 AM,Administratively Closed,Verbal Abuse Allegations of Bias
1,01/01/2023 12:00:00 AM,Case Final,"Crime Misconduct Assault/Battery, etc."
1,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Employment Action - Shakman Decree
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Domestic Incidents Domestic Incident - No Physical Abuse Intimidation Involving a Minor
8,01/01/2023 12:00:00 AM,Case Final,Conduct Unbecoming Violations Residency
1,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Late - Roll Call / Assignment / Court
5,01/01/2019 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Arrest Miranda Rights Communicated
2,01/01/2021 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Failure to Identify
1,01/01/2020 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Arrest Planting Item - Vehicle Controlled Substance
3,01/01/2020 12:00:00 AM,Under BIA Investigation,Supervisory Responsibilities Initiate Proper Action
9,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Misuse of Department Equipment/Supplies
28,01/01/2023 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Harassment Allegations of Bias
14,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations Misuse of Department Records
1,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
1,01/01/2020 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
3,01/01/2020 12:00:00 AM,Advocate Review,Verbal Abuse Profanity
2,01/01/2022 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Unfit for Duty
1,01/01/2021 12:00:00 AM,Advocate Review,Traffic (Not Bribery/Excessive Force) Parking Complaints
3,01/01/2021 12:00:00 AM,Case Final,Bribery/Official Corruption False Testimony
4,01/01/2019 12:00:00 AM,Case Final,Alcohol/Drug Abuse Intoxicated
1,01/01/2020 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Equipment Irregularity
7,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Harassment Allegations of Bias
1,01/01/2023 12:00:00 AM,Administratively Closed,Bribery/Official Corruption Extortion
2,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Insubordination
4,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Traffic Pursuit
1,01/01/2020 12:00:00 AM,Administrative Closure Review,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
1,01/01/2019 12:00:00 AM,Case Final,Search Warrants Improper Documentation
27,01/01/2023 12:00:00 AM,Administratively Closed,Verbal Abuse Profanity
2,01/01/2023 12:00:00 AM,Command Channel Review,Medical Integrity Medical Role Violation Misrepresentation of Injury
10,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
10,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Reports FALSE
8,01/01/2023 12:00:00 AM,Under BIA Investigation,"Operation/Personnel Violations Leaving Assignment (District, Beat, Sector, Court)"
3,01/01/2022 12:00:00 AM,Case Final,Arrest/Lockup Incidents Search
2,01/01/2020 12:00:00 AM,Case Final,Civil Rights Violation Improper Arrest Planting Item - Person Firearm
18,01/01/2021 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2021 12:00:00 AM,Advocate Review,Crime Misconduct Other Felony
1,01/01/2020 12:00:00 AM,Case Final,Crime Misconduct Sex Offense Other Criminal
3,01/01/2023 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
1,01/01/2020 12:00:00 AM,OLA Review,Crime Misconduct Sex Offense Other Criminal
1,01/01/2020 12:00:00 AM,Under BIA Investigation,Arrest/Lockup Incidents Search
29,01/01/2020 12:00:00 AM,Case Final,Crime Misconduct Theft
39,01/01/2021 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Neglect of Duty
1,01/01/2022 12:00:00 AM,Advocate Review,Medical Integrity Medical Role Violation Failure to Appear at MSS
26,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Neglect of Duty
1,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Traffic Pursuit No Injury
1,01/01/2021 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Misuse of Department Equipment/Supplies
18,01/01/2019 12:00:00 AM,Case Final,Arrest/Lockup Incidents Escape
1,01/01/2021 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Reports Improper
1,01/01/2020 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations EEO Investigations Racial
4,01/01/2019 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Violation (other than D.U.I.)
4,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Failure to Identify
1,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Failure to Identify
3,01/01/2021 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2021 12:00:00 AM,Case Final,Weapon Discharge Taser No Injury With No Hits
46,01/01/2020 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property Property Failed to Inventory
8,01/01/2020 12:00:00 AM,Case Final,"Arrest/Lockup Incidents Arrest, Improper, Procedures *Fail to follow G.O.'s"
2,01/01/2022 12:00:00 AM,Under District Investigation,Conduct Unbecoming Violations Altercation/Disturbance Traffic
36,01/01/2022 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Abuse of Authority
2,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Slow/ No Response
2,01/01/2019 12:00:00 AM,OLA Review,Arrest/Lockup Incidents Escape
1,01/01/2021 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Criminal Allegation Non-Aggravated
3,01/01/2020 12:00:00 AM,Administratively Closed,Arrest/Lockup Incidents Prisoner's Property
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Verbal Abuse Allegations of Bias
1,01/01/2023 12:00:00 AM,Under District Investigation,Arrest/Lockup Incidents Bonding/Booking/Processing *Fail to follow G.O.'s
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
3,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Neighbor
1,01/01/2019 12:00:00 AM,OLA Review,Alcohol/Drug Abuse D.U.I Accidental Fatal
6,01/01/2023 12:00:00 AM,Administratively Closed,Excessive Force Unnecessary Exhibition of Weapon Pointing
3,01/01/2021 12:00:00 AM,Under District Investigation,
