FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2023 ORDINANCE (AMOUNT $)
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0141,Appraisals,15000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0152,Advertising,9000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0169,Technical Meeting Costs,14700.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0229,Transportation and Expense Allowance,1000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0245,Reimbursement to Travelers,9000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0446,"For the Purchase of Data Processing, Office Automation and Data Communication Hardware",65000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9103,Rehabilitation Loans and Grants,320700.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9110,"Property Management, Maintenance and Security",100000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9211,Single-Family Troubled Building Initiative,75000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9212,Multi-Family Troubled Building Initiative,175000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9224,Micro Market Recovery Program,700000.00
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9438,"For Services Provided by the Department of Assets, Information, and Services",24000.00
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,0005,Salaries and Wages - on Payroll,466502.00
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,0015,Schedule Salary Adjustments,1836.00
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,9213,Affordable Housing Density Program,32728876.00
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0005,Salaries and Wages - on Payroll,560127.00
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0015,Schedule Salary Adjustments,4576.00
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0138,For Professional Services for Information Technology Maintenance,40000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0005,Salaries and Wages - on Payroll,6758822.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0015,Schedule Salary Adjustments,54353.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0039,For the Employment of Students as Trainees,50000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0125,Office and Building Services,25000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0130,Postage,25000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0138,For Professional Services for Information Technology Maintenance,117000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4753259.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,76000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0152,Advertising,189000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0153,Promotions,12000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0159,Lease Purchase Agreements for Equipment and Machinery,19032.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0161,"Operation, Repair or Maintenance of Facilities",100000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0166,"Dues, Subscriptions and Memberships",66000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0172,For the Cost of Insurance Premiums and Expenses,489750.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0229,Transportation and Expense Allowance,4500.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0245,Reimbursement to Travelers,6000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0340,Material and Supplies,30000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0350,Stationery and Office Supplies,30000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9188,For Expenses Related to the Operation of Millennium Park,3538000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9219,Implementation of Cultural Plan,2575000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9288,For Expenses Related to Programming for Millennium Park,265500.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9803,For Programming and Marketing,1976296.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9805,For Festival Production,6332653.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9807,For Redemption Expenses,2200000.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,9813,For Local Promotions and Marketing,793720.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0005,Salaries and Wages - on Payroll,2520118.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0015,Schedule Salary Adjustments,8950.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0020,Overtime,85000.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0130,Postage,24015.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0135,For Delegate Agencies,525000.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,331821.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0149,For Software Maintenance and Licensing,575774.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,7000.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0152,Advertising,75000.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0157,Rental of Equipment and Services,22024.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0159,Lease Purchase Agreements for Equipment and Machinery,109300.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0162,Repair/Maintenance of Equipment,30094.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0166,"Dues, Subscriptions and Memberships",13200.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0171,Miscellaneous Supplies,108250.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0340,Material and Supplies,2095.00
LOCAL,0100,Corporate Fund,25,Office of City Clerk,2005,Office of City Clerk,0350,Stationery and Office Supplies,78500.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0005,Salaries and Wages - on Payroll,4241522.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0015,Schedule Salary Adjustments,33065.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0020,Overtime,50000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0039,For the Employment of Students as Trainees,90000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0130,Postage,1082773.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0138,For Professional Services for Information Technology Maintenance,350000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,258750.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0149,For Software Maintenance and Licensing,931000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",12125.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0157,Rental of Equipment and Services,93024.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0159,Lease Purchase Agreements for Equipment and Machinery,45000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0162,Repair/Maintenance of Equipment,5750.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0229,Transportation and Expense Allowance,18000.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0338,"License Sticker, Tag and Plates",460141.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0340,Material and Supplies,14500.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0350,Stationery and Office Supplies,112500.00
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,9438,"For Services Provided by the Department of Assets, Information, and Services",5000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0005,Salaries and Wages - on Payroll,2985919.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0015,Schedule Salary Adjustments,16068.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0039,For the Employment of Students as Trainees,17000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0149,For Software Maintenance and Licensing,8000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0166,"Dues, Subscriptions and Memberships",6000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0169,Technical Meeting Costs,885.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0171,Miscellaneous Supplies,4000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0270,Local Transportation,250.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0348,Books and Related Material,100.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0350,Stationery and Office Supplies,7000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,Salaries and Wages - on Payroll,4458529.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,Schedule Salary Adjustments,31264.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0020,Overtime,20000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,101000.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,Accounting and Auditing,609925.00
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0149,For Software Maintenance and Licensing,25000.00
